# Averaged between times 0.000000 and 130.000000 with spacing 5.000000
# z		 var(b)
0.001250	0.000000
0.003750	0.000000
0.006250	0.000000
0.008750	0.000000
0.011250	0.000000
0.013750	0.000000
0.016250	0.000000
0.018750	0.000000
0.021250	0.000000
0.023750	0.000000
0.026250	0.000000
0.028750	0.000000
0.031250	0.000000
0.033750	0.000000
0.036250	0.000000
0.038750	0.000000
0.041250	0.000000
0.043750	0.000000
0.046250	0.000000
0.048750	0.000000
0.051250	0.000000
0.053750	0.000000
0.056250	0.000000
0.058750	0.000000
0.061250	0.000000
0.063750	0.000000
0.066250	0.000000
0.068750	0.000000
0.071250	0.000000
0.073750	0.000000
0.076250	0.000000
0.078750	0.000000
0.081250	0.000000
0.083750	0.000000
0.086250	0.000001
0.088750	0.000001
0.091250	0.000001
0.093750	0.000001
0.096250	0.000001
0.098750	0.000001
0.101250	0.000001
0.103750	0.000001
0.106250	0.000001
0.108750	0.000001
0.111250	0.000001
0.113750	0.000001
0.116250	0.000001
0.118750	0.000001
0.121250	0.000001
0.123750	0.000001
0.126250	0.000002
0.128750	0.000002
0.131250	0.000002
0.133750	0.000002
0.136250	0.000002
0.138750	0.000002
0.141250	0.000002
0.143750	0.000002
0.146250	0.000002
0.148750	0.000003
0.151250	0.000003
0.153750	0.000003
0.156250	0.000003
0.158750	0.000003
0.161250	0.000003
0.163750	0.000003
0.166250	0.000004
0.168750	0.000004
0.171250	0.000004
0.173750	0.000004
0.176250	0.000004
0.178750	0.000005
0.181250	0.000005
0.183750	0.000005
0.186250	0.000005
0.188750	0.000005
0.191250	0.000006
0.193750	0.000006
0.196250	0.000006
0.198750	0.000006
0.201250	0.000007
0.203750	0.000007
0.206250	0.000007
0.208750	0.000007
0.211250	0.000008
0.213750	0.000008
0.216250	0.000008
0.218750	0.000009
0.221250	0.000009
0.223750	0.000009
0.226250	0.000009
0.228750	0.000010
0.231250	0.000010
0.233750	0.000010
0.236250	0.000011
0.238750	0.000011
0.241250	0.000011
0.243750	0.000012
0.246250	0.000012
0.248750	0.000013
0.251250	0.000013
0.253750	0.000013
0.256250	0.000014
0.258750	0.000014
